conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:9026_conv:18052,2,furious,I just lost my job. I'm so angry because they had no reason too!,633,I'm sorry to hear that_comma_ hopefully you qualify for unemployment while you get back on your feet.,5|5|5_4|4|4,
hit:9026_conv:18052,3,furious,I just lost my job. I'm so angry because they had no reason too!,478,Me too... I thinking about suing my boss though because they had no reason to fire me!,5|5|5_4|4|4,
hit:9026_conv:18052,4,furious,I just lost my job. I'm so angry because they had no reason too!,633,Are you in a right to work state? Here in my state they don't have to have a reason.,5|5|5_4|4|4,
hit:9030_conv:18061,1,anxious,Sometimes I'm nervous who I'm going to talk to next.  I'm nervous because if it's someone who can't hold a conversation I get the feeling of wanting to strangle them on the other side of the computer.  And I'm really not that kind of guy,119,Sometimes I'm nervous to play this game.  Because if it's someone who can't hold a conversation I get the feeling of wanting to strangle them on the other side of the computer. And I'm really not that kind of guy,5|5|5_3|3|3,
hit:9030_conv:18061,2,anxious,Sometimes I'm nervous who I'm going to talk to next.  I'm nervous because if it's someone who can't hold a conversation I get the feeling of wanting to strangle them on the other side of the computer.  And I'm really not that kind of guy,7,I undersand. Do you want to strangle me?,5|5|5_3|3|3,
hit:9030_conv:18061,3,anxious,Sometimes I'm nervous who I'm going to talk to next.  I'm nervous because if it's someone who can't hold a conversation I get the feeling of wanting to strangle them on the other side of the computer.  And I'm really not that kind of guy,119,Not yet,5|5|5_3|3|3,
hit:9030_conv:18061,4,anxious,Sometimes I'm nervous who I'm going to talk to next.  I'm nervous because if it's someone who can't hold a conversation I get the feeling of wanting to strangle them on the other side of the computer.  And I'm really not that kind of guy,7,Good.,5|5|5_3|3|3,
hit:9041_conv:18082,1,disappointed,I got an ice cream cake for my birthday and it was really good. It was rather big so we had plenty left over we kept in the freezer. My husband took it out to defrost it enough to cut it while I wasn't home and totally forgot about it and it all melted. I was upset.,227,I got an ice cream cake for my birthday and it was really good. It was rather big so we had plenty left over we kept in the freezer. My husband took it out to defrost it enough to cut it while I wasn't home and totally forgot about it and it all melted. I was upset.,5|5|5_5|5|5,
hit:9041_conv:18082,2,disappointed,I got an ice cream cake for my birthday and it was really good. It was rather big so we had plenty left over we kept in the freezer. My husband took it out to defrost it enough to cut it while I wasn't home and totally forgot about it and it all melted. I was upset.,481,I'm sorry to hear that! It sounds like an honest mistake. ,5|5|5_5|5|5,
hit:9041_conv:18082,3,disappointed,I got an ice cream cake for my birthday and it was really good. It was rather big so we had plenty left over we kept in the freezer. My husband took it out to defrost it enough to cut it while I wasn't home and totally forgot about it and it all melted. I was upset.,227,I feel that its more like inconsiderate. My parents got me the cake and he forgot about it because he was losing in his video game. Honest mistake? Okay but seriously inconsiderate,5|5|5_5|5|5,
hit:9041_conv:18082,4,disappointed,I got an ice cream cake for my birthday and it was really good. It was rather big so we had plenty left over we kept in the freezer. My husband took it out to defrost it enough to cut it while I wasn't home and totally forgot about it and it all melted. I was upset.,481,Oh wow_comma_ defenitly sounds like he was too focused on video games. Maybe talk to him about how it made you feel so you don't get resentful. ,5|5|5_5|5|5,
hit:9046_conv:18092,1,embarrassed,I locked my car keys in the car the other day.  I couldnt get into my car and everyone knew that I locked them in there,301,I cant believe how dumb I am sometimes.,5|5|5_5|5|5,
hit:9046_conv:18092,2,embarrassed,I locked my car keys in the car the other day.  I couldnt get into my car and everyone knew that I locked them in there,238,what did you do,5|5|5_5|5|5,
hit:9046_conv:18092,3,embarrassed,I locked my car keys in the car the other day.  I couldnt get into my car and everyone knew that I locked them in there,301,I locked my car keys in the car in front of a lot of people.  everyone saw that i did that.  I was blushing,5|5|5_5|5|5,
hit:9046_conv:18092,4,embarrassed,I locked my car keys in the car the other day.  I couldnt get into my car and everyone knew that I locked them in there,238,did someone help you?,5|5|5_5|5|5,
hit:9052_conv:18104,1,proud,Our team have achieved the best project in IT department.,7,Our team have achieved the best project in IT department.,5|5|5_5|5|5,
hit:9052_conv:18104,2,proud,Our team have achieved the best project in IT department.,238,what project is that,5|5|5_5|5|5,
hit:9052_conv:18104,3,proud,Our team have achieved the best project in IT department.,7,It is about using artificial intelligence in processing client claim to detect fraud.,5|5|5_5|5|5,
hit:9052_conv:18104,4,proud,Our team have achieved the best project in IT department.,238,oh that sounds interesting,5|5|5_5|5|5,
hit:9067_conv:18134,1,jealous,My friend just moved into a new home. Its a nice place that makes me a little envious,126,My friend just moved into a new home. Its a nice place that makes me a little envious of him,4|3|4_5|5|5,
hit:9067_conv:18134,2,jealous,My friend just moved into a new home. Its a nice place that makes me a little envious,282,It can be tough when friends have things that might be considered better than what you have.  Maybe it can be used as motivation,4|3|4_5|5|5,
hit:9067_conv:18134,3,jealous,My friend just moved into a new home. Its a nice place that makes me a little envious,126,That is a good piece of advice,4|3|4_5|5|5,
hit:9067_conv:18134,4,jealous,My friend just moved into a new home. Its a nice place that makes me a little envious,282,I am sure you are at least happy for your friend_comma_ right?,4|3|4_5|5|5,
hit:9068_conv:18137,1,caring,i loved taking care of my sisters pet,238,i loved taking care of my sisters pet,5|5|5_5|5|5,
hit:9068_conv:18137,2,caring,i loved taking care of my sisters pet,397,What kind of pet is it?,5|5|5_5|5|5,
hit:9068_conv:18137,3,caring,i loved taking care of my sisters pet,238,a bearded dragon,5|5|5_5|5|5,
hit:9068_conv:18137,4,caring,i loved taking care of my sisters pet,397,No way! They scare me :( Is it easy?,5|5|5_5|5|5,
hit:9074_conv:18148,1,sentimental,i held on to my first Nintendo even though it doesnt work anymore. I just like how it reminds me of my childhood.,297,I have held on to my old Nintendo even though it broke many years ago. Its a great reminder of the first video game system I owned.,5|5|5_5|5|5,
hit:9074_conv:18148,2,sentimental,i held on to my first Nintendo even though it doesnt work anymore. I just like how it reminds me of my childhood.,301,Thats awesome. i wish i still had mine.  I sold it a couple years ago,5|5|5_5|5|5,
hit:9074_conv:18148,3,sentimental,i held on to my first Nintendo even though it doesnt work anymore. I just like how it reminds me of my childhood.,297,Its really cool to have around. I just wish it still worked.,5|5|5_5|5|5,
hit:9074_conv:18148,4,sentimental,i held on to my first Nintendo even though it doesnt work anymore. I just like how it reminds me of my childhood.,301,I wonder if there are any repair shops that could fix it,5|5|5_5|5|5,
hit:9080_conv:18161,1,excited,Tomorrow I'm finally having a day off where I can enjoy going to the mall... I can't wait!,397,omorrow I'm finally having a day off where I can enjoy going to the mall... I can't wait!,5|5|5_5|5|5,
hit:9080_conv:18161,2,excited,Tomorrow I'm finally having a day off where I can enjoy going to the mall... I can't wait!,545,Oooh_comma_ that sounds fun. What are you planning on shopping for?,5|5|5_5|5|5,
hit:9080_conv:18161,3,excited,Tomorrow I'm finally having a day off where I can enjoy going to the mall... I can't wait!,397,Home stuff for my new apartment,5|5|5_5|5|5,
hit:9080_conv:18161,4,excited,Tomorrow I'm finally having a day off where I can enjoy going to the mall... I can't wait!,545,Oh_comma_ what a coincidence! I moved into a new apartment as well. You need more stuff than you'd think!,5|5|5_5|5|5,
hit:9087_conv:18175,1,devastated,Last week_comma_ my wife told me that she had a lover. I felt totally destroyed.,7,Last week_comma_ my wife told me that she had a lover. I felt totally destroyed.,3|3|3_I have clicked the 'End Chat' button thank you!|5|5,
hit:9087_conv:18175,2,devastated,Last week_comma_ my wife told me that she had a lover. I felt totally destroyed.,301,Last week_comma_ my wife told me that she had a lover. I felt totally destroyed.,3|3|3_I have clicked the 'End Chat' button thank you!|5|5,
hit:9087_conv:18175,3,devastated,Last week_comma_ my wife told me that she had a lover. I felt totally destroyed.,7,Wow. thats crazy. Im sorry,3|3|3_I have clicked the 'End Chat' button thank you!|5|5,
hit:9087_conv:18175,4,devastated,Last week_comma_ my wife told me that she had a lover. I felt totally destroyed.,301,I left the home. I am currently at the hotel. She want me to come back,3|3|3_I have clicked the 'End Chat' button thank you!|5|5,
hit:9087_conv:18175,5,devastated,Last week_comma_ my wife told me that she had a lover. I felt totally destroyed.,7,What are you going to do about it?,3|3|3_I have clicked the 'End Chat' button thank you!|5|5,
hit:9098_conv:18196,1,annoyed,I've been working 7 days a week for at least a month now. I'm burning out.,1,I've been working 7 days a week for at least a month now. I'm burning out.,5|5|5_5|5|5,
hit:9098_conv:18196,2,annoyed,I've been working 7 days a week for at least a month now. I'm burning out.,238,wow how do you do it?,5|5|5_5|5|5,
hit:9098_conv:18196,3,annoyed,I've been working 7 days a week for at least a month now. I'm burning out.,1,I don't know either. I have a headache a majority of the time.,5|5|5_5|5|5,
hit:9098_conv:18196,4,annoyed,I've been working 7 days a week for at least a month now. I'm burning out.,238,dang that sucks.. hopefully it pay well,5|5|5_5|5|5,
hit:9098_conv:18197,1,afraid,i was scared walking home alone last night,238,i was scared walking home alone last night,5|5|5_5|5|5,
hit:9098_conv:18197,2,afraid,i was scared walking home alone last night,1,Oh no. No one available to walk you part way or anything?,5|5|5_5|5|5,
hit:9098_conv:18197,3,afraid,i was scared walking home alone last night,238,no i had to walk home in the dark alone,5|5|5_5|5|5,
hit:9098_conv:18197,4,afraid,i was scared walking home alone last night,1,Did anything happen?,5|5|5_5|5|5,
hit:9100_conv:18200,1,caring,i loved taking care of my sisters pet,238,i loved taking care of my sisters pet,5|5|5_1|3|3,
hit:9100_conv:18200,2,caring,i loved taking care of my sisters pet,644,Aw_comma_ that's sweet. What kind of pet is it? Did you wish you could steal it so it could be yours instead?,5|5|5_1|3|3,
hit:9100_conv:18200,3,caring,i loved taking care of my sisters pet,238,its a bearded dragon.. no i dont want it as i already have two of my own .. however she has a little baby one,5|5|5_1|3|3,
hit:9100_conv:18200,4,caring,i loved taking care of my sisters pet,644,Hmm_comma_ I don't think I've ever known anyone who has a bearded dragon before actually. That's really cool though! Did you let the two of y'alls bearded dragons ever interact?,5|5|5_1|3|3,
hit:9106_conv:18212,1,anxious,I can't wait to get this baby out! I feel like I've been pregnant forever,397,I can't wait to get this baby out! I feel like I've been pregnant forever,5|5|5_5|5|5,
hit:9106_conv:18212,2,anxious,I can't wait to get this baby out! I feel like I've been pregnant forever,294,I remember my wife saying that when she was pregnant with both of ours.  How far along are you?,5|5|5_5|5|5,
hit:9106_conv:18212,3,anxious,I can't wait to get this baby out! I feel like I've been pregnant forever,397,36 weeks.. almost there lol ,5|5|5_5|5|5,
hit:9106_conv:18212,4,anxious,I can't wait to get this baby out! I feel like I've been pregnant forever,294,That is a very long time.  Is this your first?,5|5|5_5|5|5,
hit:9115_conv:18231,1,proud,I just got a huge job promotion 4 months earlier than expected because I brought in so many new clients.,438,I just got a huge job promotion 4 months earlier than expected because I brought in so many new clients.,4|5|5_5|5|5,
hit:9115_conv:18231,2,proud,I just got a huge job promotion 4 months earlier than expected because I brought in so many new clients.,1,Well_comma_ you definitely deserve it then!,4|5|5_5|5|5,
hit:9115_conv:18231,3,proud,I just got a huge job promotion 4 months earlier than expected because I brought in so many new clients.,438,Yeah_comma_ I've put in the hard work.,4|5|5_5|5|5,
hit:9115_conv:18231,4,proud,I just got a huge job promotion 4 months earlier than expected because I brought in so many new clients.,1,How much of a raise are you getting?,4|5|5_5|5|5,
hit:9117_conv:18235,1,disgusted,My dog pooped near my bed right before I was going to sleep.,128,My dog pooped near my bed right before I was going to sleep.,5|5|5_5|5|5,
hit:9117_conv:18235,2,disgusted,My dog pooped near my bed right before I was going to sleep.,1,Oh damn. Did you do something to upset your dog?,5|5|5_5|5|5,
hit:9117_conv:18235,3,disgusted,My dog pooped near my bed right before I was going to sleep.,128,It was storming but it wasn't too loud so I thought I would be good to leave him out of his cage.,5|5|5_5|5|5,
hit:9117_conv:18235,4,disgusted,My dog pooped near my bed right before I was going to sleep.,1,Oh no. Did something bad happen?,5|5|5_5|5|5,
hit:9119_conv:18238,1,afraid,I don't know what that thing is_comma_ but it has way too many legs for my comfort.,1,I don't know what that thing is_comma_ but it has way too many legs for my comfort,5|5|5_5|4|5,
hit:9119_conv:18238,2,afraid,I don't know what that thing is_comma_ but it has way too many legs for my comfort.,126,I guess its an insect?,5|5|5_5|4|5,
hit:9119_conv:18238,3,afraid,I don't know what that thing is_comma_ but it has way too many legs for my comfort.,1,Definitely an insect_comma_ but why so many legs?!!,5|5|5_5|4|5,
hit:9119_conv:18238,4,afraid,I don't know what that thing is_comma_ but it has way too many legs for my comfort.,126,I guess you have to asks its creator,5|5|5_5|4|5,
hit:9132_conv:18264,1,ashamed,I hate how it ended with my last girlfriend. I feel kind of bad when I think about it,126,I hate how it ended with my ex. I feel bad when I think about it,4|3|4_5|4|5,
hit:9132_conv:18264,2,ashamed,I hate how it ended with my last girlfriend. I feel kind of bad when I think about it,478,Oh no what happened?,4|3|4_5|4|5,
hit:9132_conv:18264,3,ashamed,I hate how it ended with my last girlfriend. I feel kind of bad when I think about it,126,It was a bad argument and I said some mean things,4|3|4_5|4|5,
hit:9132_conv:18264,4,ashamed,I hate how it ended with my last girlfriend. I feel kind of bad when I think about it,478,Do you think that if you apologized they would forgive you?,4|3|4_5|4|5,
hit:9144_conv:18289,1,disgusted,I saw a woman blow her nose into her shirt.  It was very gross to witness.,322,I saw a woman blow her nose in to her shirt.,5|5|5_5|5|5,
hit:9144_conv:18289,2,disgusted,I saw a woman blow her nose into her shirt.  It was very gross to witness.,147,Oh gross! That must have been disgusting to see.,5|5|5_5|5|5,
hit:9144_conv:18289,3,disgusted,I saw a woman blow her nose into her shirt.  It was very gross to witness.,322,It was very gross to witness!,5|5|5_5|5|5,
hit:9144_conv:18289,4,disgusted,I saw a woman blow her nose into her shirt.  It was very gross to witness.,147,Wow_comma_ I can only imagine what other gross things she does.,5|5|5_5|5|5,
hit:9147_conv:18294,1,disappointed,The weather for tomorrow has me a little down. Its going to rain and I wanted to go hiking,126,The weather tomorrow has me down. Its going to rain and I wanted to go hikinh,5|4|5_5|5|5,
hit:9147_conv:18294,2,disappointed,The weather for tomorrow has me a little down. Its going to rain and I wanted to go hiking,147,Oh that sucks! Maybe you can go the next day.,5|4|5_5|5|5,
hit:9147_conv:18294,3,disappointed,The weather for tomorrow has me a little down. Its going to rain and I wanted to go hiking,126,I hope so_comma_ that would be nice,5|4|5_5|5|5,
hit:9147_conv:18294,4,disappointed,The weather for tomorrow has me a little down. Its going to rain and I wanted to go hiking,147,Do you normally go very often?,5|4|5_5|5|5,
hit:9148_conv:18297,1,excited,waiting for the birth of my new kid,514,my new baby will be born tomorrow morning!!i probable wont sleep tonight,5|5|5_5|5|5,
hit:9148_conv:18297,2,excited,waiting for the birth of my new kid,294,That is so exciting.  Is this your first?,5|5|5_5|5|5,
hit:9148_conv:18297,3,excited,waiting for the birth of my new kid,514,yes it is ! im am very nervous and excited ,5|5|5_5|5|5,
hit:9148_conv:18297,4,excited,waiting for the birth of my new kid,294,I guess you have a plan to induce labor_comma_ or a scheduled C-section?,5|5|5_5|5|5,
hit:9149_conv:18299,1,apprehensive,I have to go to a early team meeting in the morning. I am unsure whats going to happen,126,I have to go to a team meeting in the morning. I am unsure what to expect,5|5|4_5|5|5,
hit:9149_conv:18299,2,apprehensive,I have to go to a early team meeting in the morning. I am unsure whats going to happen,147,Oh_comma_ Do you think you did something wrong? ,5|5|4_5|5|5,
hit:9149_conv:18299,3,apprehensive,I have to go to a early team meeting in the morning. I am unsure whats going to happen,126,No_comma_ it just came out of the blue_comma_ I never know what to expect really,5|5|4_5|5|5,
hit:9149_conv:18299,4,apprehensive,I have to go to a early team meeting in the morning. I am unsure whats going to happen,147,That's terrible I wouldn't like for that to happen to me.,5|5|4_5|5|5,
hit:9154_conv:18308,1,prepared,I have to put a computer together.  I am so ready to get it done.,322,I have to put a computer together.,5|5|5_5|5|5,
hit:9154_conv:18308,2,prepared,I have to put a computer together.  I am so ready to get it done.,630,That's awesome! How long do you think it will take you to build it?,5|5|5_5|5|5,
hit:9154_conv:18308,3,prepared,I have to put a computer together.  I am so ready to get it done.,322,About two hours.  I am so ready to get it done!,5|5|5_5|5|5,
hit:9154_conv:18308,4,prepared,I have to put a computer together.  I am so ready to get it done.,630,Is this the first time you've put a computer together?,5|5|5_5|5|5,
hit:9156_conv:18312,1,lonely,I just moved to a new city for a new job and I've been so busy I haven't really been able to go out and meet new people.,286,I recently moved to a new city to start a new job. I've been so busy I haven't been able to make any new friends here and no one I know lives here either.,5|5|5_5|5|5,
hit:9156_conv:18312,2,lonely,I just moved to a new city for a new job and I've been so busy I haven't really been able to go out and meet new people.,644,Ah_comma_ I know that feeling well. My family moved around a ton while I was in grade school_comma_ so I don't really have many long term friends. Don't worry though_comma_ you'll make friends at your new job so easily_comma_ you won't even remember you didn't have friends!,5|5|5_5|5|5,
hit:9156_conv:18312,3,lonely,I just moved to a new city for a new job and I've been so busy I haven't really been able to go out and meet new people.,286,Thanks for the positive words. I should probably make friends with my coworkers. I mean_comma_ I practically live at work.,5|5|5_5|5|5,
hit:9156_conv:18312,4,lonely,I just moved to a new city for a new job and I've been so busy I haven't really been able to go out and meet new people.,644,I mean yeah_comma_ it can't hurt_comma_ can it? I'm sure they'll be excited to meet you and get to know you as much as vice versa. Plus_comma_ who knows? Your new best friend might be in there for all you know!,5|5|5_5|5|5,
hit:9157_conv:18314,1,disappointed,I went on a date tonight. I was a little upset with how it turned out,126,I went on a date tonight. I was a little upset with how it turned out,3|4|3_5|5|5,
hit:9157_conv:18314,2,disappointed,I went on a date tonight. I was a little upset with how it turned out,244,That bad huh? what was wrong with'em,3|4|3_5|5|5,
hit:9157_conv:18314,3,disappointed,I went on a date tonight. I was a little upset with how it turned out,126,They were just not nice and did not want anything to do with me,3|4|3_5|5|5,
hit:9157_conv:18314,4,disappointed,I went on a date tonight. I was a little upset with how it turned out,244,They? you went on a date with more than one person??,3|4|3_5|5|5,
hit:9160_conv:18321,1,grateful,I am very happy to have my best friend. He always checks up on me,126,I am happy to have my best friend. He always checks up on me,4|4|5_4|5|5,
hit:9160_conv:18321,2,grateful,I am very happy to have my best friend. He always checks up on me,630,That's really sweet of him. How long have you been friends?,4|4|5_4|5|5,
hit:9160_conv:18321,3,grateful,I am very happy to have my best friend. He always checks up on me,126,We have been friends for a few years now,4|4|5_4|5|5,
hit:9160_conv:18321,4,grateful,I am very happy to have my best friend. He always checks up on me,630,What do you guys like to do for fun?,4|4|5_4|5|5,
hit:9161_conv:18322,1,disappointed,I was supposed to go out to dinner with my family tonight_comma_ but the restaurant was closed down.,1,I was supposed to go out to dinner with my family tonight_comma_ but the restaurant was closed down,5|5|5_5|5|5,
hit:9161_conv:18322,2,disappointed,I was supposed to go out to dinner with my family tonight_comma_ but the restaurant was closed down.,209,Aw_comma_ that's too bad. What kind of restaurant was it?,5|5|5_5|5|5,
hit:9161_conv:18322,3,disappointed,I was supposed to go out to dinner with my family tonight_comma_ but the restaurant was closed down.,1,It's Chinese. We go there every weekend.,5|5|5_5|5|5,
hit:9161_conv:18322,4,disappointed,I was supposed to go out to dinner with my family tonight_comma_ but the restaurant was closed down.,209,Dang_comma_ what I would do for some sweet chinese now. Did you find one to replace it?,5|5|5_5|5|5,
hit:9161_conv:18323,1,sad,My armadillo passed away today. I was so distraught.,209,My armadillo passed away today...RIP Adolph.,5|5|5_5|5|5,
hit:9161_conv:18323,2,sad,My armadillo passed away today. I was so distraught.,1,I'm sorry to hear that. Adolph must've had a happy life though.,5|5|5_5|5|5,
hit:9161_conv:18323,3,sad,My armadillo passed away today. I was so distraught.,209,He did! He used to roll around the backyard like it was his own turf. God bless his four footed soul.,5|5|5_5|5|5,
hit:9161_conv:18323,4,sad,My armadillo passed away today. I was so distraught.,1,Man. What was it like having a armadillo as a pet?,5|5|5_5|5|5,
hit:9165_conv:18331,1,confident,I have been practicing for my interview that I have tomorrow all week. I am going to crush this thing!,209,I have been practicing all week for the interview I have tomorrow.,5|5|5_5|5|5,
hit:9165_conv:18331,2,confident,I have been practicing for my interview that I have tomorrow all week. I am going to crush this thing!,1,Oh you've definitely done your part to prepare. Good luck!,5|5|5_5|5|5,
hit:9165_conv:18331,3,confident,I have been practicing for my interview that I have tomorrow all week. I am going to crush this thing!,209,I have! I am so ready to crush this thing.,5|5|5_5|5|5,
hit:9165_conv:18331,4,confident,I have been practicing for my interview that I have tomorrow all week. I am going to crush this thing!,1,What is the position for?,5|5|5_5|5|5,
hit:9167_conv:18335,1,angry,Someone took my car stereo from my truck.  I am furious about it.,322,Someone took my car stereo from my truck.,5|5|5_5|5|5,
hit:9167_conv:18335,2,angry,Someone took my car stereo from my truck.  I am furious about it.,147,On no! Did you report it?,5|5|5_5|5|5,
hit:9167_conv:18335,3,angry,Someone took my car stereo from my truck.  I am furious about it.,322,Yes_comma_ I am so furious about it!,5|5|5_5|5|5,
hit:9167_conv:18335,4,angry,Someone took my car stereo from my truck.  I am furious about it.,147,Was it a really expensive one?,5|5|5_5|5|5,
hit:9172_conv:18344,1,anticipating,I looking forward to get a good hike this year in the company,43,I am Looking for to get a good hike this in the company,4|4|4_5|5|5,
hit:9172_conv:18344,2,anticipating,I looking forward to get a good hike this year in the company,27,what does that mean?,4|4|4_5|5|5,
hit:9172_conv:18344,3,anticipating,I looking forward to get a good hike this year in the company,43,i am looking forward to get a good hike in the company. I worked so hard this year.,4|4|4_5|5|5,
hit:9172_conv:18344,4,anticipating,I looking forward to get a good hike this year in the company,27,OH like a raise? If you worked hard they should give it to you,4|4|4_5|5|5,
hit:9173_conv:18347,1,excited,Gareth Bale played his best in the champion's league final. I was thrilled after I watched his game.,261,Have you watched champion's league final?,5|5|5_4|4|4,
hit:9173_conv:18347,2,excited,Gareth Bale played his best in the champion's league final. I was thrilled after I watched his game.,322,I haven't but I am familiar with it.,5|5|5_4|4|4,
hit:9173_conv:18347,3,excited,Gareth Bale played his best in the champion's league final. I was thrilled after I watched his game.,261,Gareth Bale played his best and I was thrilled after watching him,5|5|5_4|4|4,
hit:9173_conv:18347,4,excited,Gareth Bale played his best in the champion's league final. I was thrilled after I watched his game.,322,What team does he play for?,5|5|5_4|4|4,
hit:9181_conv:18362,1,surprised,My friends threw me a surprise birthday party yesterday and gave me a Ferrari. I was so shocked!,209,My friends threw me a surprise birthday party and gave me a Ferrari. I was so stunned!,5|5|5_5|5|5,
hit:9181_conv:18362,2,surprised,My friends threw me a surprise birthday party yesterday and gave me a Ferrari. I was so shocked!,147,Holy cow! I think I would have passed out if I was you!,5|5|5_5|5|5,
hit:9181_conv:18362,3,surprised,My friends threw me a surprise birthday party yesterday and gave me a Ferrari. I was so shocked!,209,I know! I nearly did at the wheel when I was driving it! But I think that was mostly from all the beer I drank that day!,5|5|5_5|5|5,
hit:9181_conv:18362,4,surprised,My friends threw me a surprise birthday party yesterday and gave me a Ferrari. I was so shocked!,147,Oh wow_comma_ You probably shouldn't be drinking and driving tho.,5|5|5_5|5|5,
hit:9183_conv:18367,1,afraid,I was so scared to sleep at night when I was a kid. I thought there were monsters under the bed.,209,I was always so afraid to go to sleep when I was a little kid...Always thought there were spooky monsters under the bed.,5|5|5_5|5|5,
hit:9183_conv:18367,2,afraid,I was so scared to sleep at night when I was a kid. I thought there were monsters under the bed.,1,I think some kids go through that. Did your parents comfort you?,5|5|5_5|5|5,
hit:9183_conv:18367,3,afraid,I was so scared to sleep at night when I was a kid. I thought there were monsters under the bed.,209,They did try_comma_ but there was only so much they could do. It was always just me and the monsters when they left. To this day_comma_ I still believe bigfoot is under my bed. Waiting for the opportunity to gnaw my foot off.,5|5|5_5|5|5,
hit:9183_conv:18367,4,afraid,I was so scared to sleep at night when I was a kid. I thought there were monsters under the bed.,1,Oh no. Did you get much sleep as a kid at all?,5|5|5_5|5|5,
hit:9186_conv:18373,1,surprised,I found out my cat likes to eat food with rabbit meat,247,I found out my cat likes to eat food with rabbit meat,5|5|5_4|4|4,
hit:9186_conv:18373,2,surprised,I found out my cat likes to eat food with rabbit meat,43,Oh really_comma_ cat does like that?,5|5|5_4|4|4,
hit:9186_conv:18373,3,surprised,I found out my cat likes to eat food with rabbit meat,247,Yeah my cat does_comma_ but then the company changed the formula and I think she's allergic to this batch,5|5|5_4|4|4,
hit:9186_conv:18373,4,surprised,I found out my cat likes to eat food with rabbit meat,43,ah thats horrible. Did you take her to the doctor's?,5|5|5_4|4|4,
hit:9191_conv:18382,1,confident,I think my crush likes me. I'm gonna ask her out tomorrow.,1,I think my crush likes me. I'm gonna ask her out tomorrow.,5|5|5_5|5|5,
hit:9191_conv:18382,2,confident,I think my crush likes me. I'm gonna ask her out tomorrow.,244,You should do it.  I think you'll do great.,5|5|5_5|5|5,
hit:9191_conv:18382,3,confident,I think my crush likes me. I'm gonna ask her out tomorrow.,1,Thanks a lot. I hope so_comma_ too!,5|5|5_5|5|5,
hit:9191_conv:18382,4,confident,I think my crush likes me. I'm gonna ask her out tomorrow.,244,Where are you going to go on your first date?,5|5|5_5|5|5,
hit:9191_conv:18383,1,lonely,Me and my girlfriend broke up today.,244,Me and my girlfriend broke up today.,5|5|5_5|5|5,
hit:9191_conv:18383,2,lonely,Me and my girlfriend broke up today.,1,I'm so sorry to hear that. Why did it happen?,5|5|5_5|5|5,
hit:9191_conv:18383,3,lonely,Me and my girlfriend broke up today.,244,The girl is insane.,5|5|5_5|5|5,
hit:9191_conv:18383,4,lonely,Me and my girlfriend broke up today.,1,Yea. So you didn't get that warning not to date crazy_comma_ hu?,5|5|5_5|5|5,
hit:9194_conv:18388,1,apprehensive,I am going in for acupuncture for the first time and am a bit unnerved by the idea,282,I have my first acupuncture appointment tomorrow and do not know what to expect.  The idea of someone stabbing me with needles for an hour seems stressful,5|5|5_5|5|5,
hit:9194_conv:18388,2,apprehensive,I am going in for acupuncture for the first time and am a bit unnerved by the idea,1,hm is there a reason you are going? have you been experiencing chronic pain?,5|5|5_5|5|5,
hit:9194_conv:18388,3,apprehensive,I am going in for acupuncture for the first time and am a bit unnerved by the idea,282,I have been having back and neck pain and my doctor referred me to try it out,5|5|5_5|5|5,
hit:9194_conv:18388,4,apprehensive,I am going in for acupuncture for the first time and am a bit unnerved by the idea,1,That sucks. I hope it helps!,5|5|5_5|5|5,
hit:9195_conv:18390,1,anticipating,There's this Japanese restaurant I keep passing on my way to work. I'm finally going to check it out this weekend.,1,There's this Japanese restaurant I keep passing on my way to work. I'm finally going to check it out this weekend,5|5|5_5|5|5,
hit:9195_conv:18390,2,anticipating,There's this Japanese restaurant I keep passing on my way to work. I'm finally going to check it out this weekend.,147,Oh yeah? Was it any good?,5|5|5_5|5|5,
hit:9195_conv:18390,3,anticipating,There's this Japanese restaurant I keep passing on my way to work. I'm finally going to check it out this weekend.,1,Not sure yet. I'm trying it this weekend.,5|5|5_5|5|5,
hit:9195_conv:18390,4,anticipating,There's this Japanese restaurant I keep passing on my way to work. I'm finally going to check it out this weekend.,147,Oh I see. What made you finally decide to try it out?,5|5|5_5|5|5,
hit:9213_conv:18426,1,surprised,My sister sent me a letter from france. I had not heard from her_comma_ I did not even know she was on vacation,126,My sister sent me a letter from france. I had not heard from her in awhile and I did not even know she was on vacation,4|5|5_5|5|5,
hit:9213_conv:18426,2,surprised,My sister sent me a letter from france. I had not heard from her_comma_ I did not even know she was on vacation,43,Ah that must have been surprise for you,4|5|5_5|5|5,
hit:9213_conv:18426,3,surprised,My sister sent me a letter from france. I had not heard from her_comma_ I did not even know she was on vacation,126,It was a nice surprise by her for sure,4|5|5_5|5|5,
hit:9213_conv:18426,4,surprised,My sister sent me a letter from france. I had not heard from her_comma_ I did not even know she was on vacation,43,You should also reach out to  her,4|5|5_5|5|5,
hit:9216_conv:18432,1,furious,My dog pooped on the rug today. I was so mad!,209,My dog pooped on my new chaise rug today.,5|5|5_5|5|5,
hit:9216_conv:18432,2,furious,My dog pooped on the rug today. I was so mad!,147,OMG. I think I would have passed out.,5|5|5_5|5|5,
