Sr No.	Utterance	Speaker	Emotion	Sentiment	Dialogue_ID	Utterance_ID	Season	Episode	StartTime	EndTime
1946	Okay, that 's it. I can not make this decision! It is	Ross	anger	negative	196	0	5	4	00:14:47,720	00:14:51,848
1947	A Magic Eight ball?! You ca n't be serious, you ca n't make this decision with a toy!	Monica	disgust	negative	196	1	5	4	00:14:57,730	00:15:04,444
1948	Ooh, it 's not a toy.	Phoebe	anger	negative	196	2	5	4	00:15:02,401	00:15:04,444
1949	Well, I do n't know what else to do.	Ross	sadness	negative	196	3	5	4	00:15:05,863	00:15:08,406
1950	I mean, I either keep my wife and lose one of my-my-my best friends or I keep my friend and get divorced the second time before I 'm 30!	Ross	anger	negative	196	4	5	4	00:15:08,574	00:15:16,873
1951	So-so if anyone has-has a better suggestion, let 's hear it!	Ross	anger	negative	196	5	5	4	00:15:17,041	00:15:20,276
1952	'Cause I-I got nothing!	Ross	anger	negative	196	6	5	4	0:15:20,544	0:15:22,129
1953	All right, do n't be shy, any suggestion will do.	Ross	anger	negative	196	7	5	4	0:15:22,129	0:15:25,657
1954	Okay then.	Ross	neutral	neutral	196	8	5	4	00:15:31,055	00:15:32,889
1955	Here we go.	Ross	neutral	neutral	196	9	5	4	00:15:35,809	00:15:37,685
1956	Magic 8 [NAME], should I never see [NAME] again?	Ross	neutral	neutral	196	10	5	4	00:15:38,646	00:15:43,399
1957	Ask again later.	Ross	neutral	neutral	196	11	5	4	00:15:47,196	00:15:48,363
1958	Later is not good enough.	Ross	anger	negative	196	12	5	4	00:15:50,157	00:15:53,660
1959	Ask again later.	Ross	neutral	neutral	196	13	5	4	00:15:59,458	00:16:00,500
1960	What the hell!	Ross	anger	negative	196	14	5	4	00:16:00,668	00:16:01,709
1961	This is broken!	Ross	anger	negative	196	15	5	4	0:16:01,877	0:16:04,859
1962	It-it is broken!	Ross	anger	negative	196	16	5	4	0:16:04,859	0:16:05,227
1963	All right, let me see. [NAME] have sex tonight? Do n't count on it. Seems like it works to me.	Monica	neutral	neutral	196	17	5	4	00:16:05,589	00:16:19,644
1964	Excuse me.	The Fan	neutral	neutral	197	0	6	14	0:05:54,020	0:05:55,105
1965	Yeah?	Phoebe	neutral	neutral	197	1	6	14	0:05:55,105	0:05:55,634
1966	Are you [NAME] Buffay?	The Fan	neutral	neutral	197	2	6	14	0:05:55,730	0:05:57,162
1967	Yeah.	Phoebe	neutral	neutral	197	3	6	14	0:05:57,162	0:05:58,035
1968	Can-can I get your autograph, I'm your biggest fan.	The Fan	joy	positive	197	4	6	14	00:05:58,816	00:06:01,693
1969	I think she took it pretty well. You know Paolo 's over there right now, so...	Phoebe	neutral	neutral	198	0	1	12	00:16:50,926	00:16:54,887
1970	[NAME]... ooh! Well, looks like, uh, we kicked your butts.	Ross	joy	positive	198	1	1	12	00:17:08,402	00:17:11,279
1971	No-no, she kicked our butts. You could be on the Olympic standing-there team.	Joey	anger	negative	198	2	1	12	00:17:11,447	00:17:15,491
1972	Come on, two on one.	Ross	neutral	neutral	198	3	1	12	00:17:15,951	00:17:17,160
1973	What are you still doing here? She just broke up with the guy, it 's time for you to swoop in!	Chandler	surprise	negative	198	4	1	12	00:17:17,411	00:17:21,581
1974	What, now?	Ross	surprise	negative	198	5	1	12	00:17:23,083	00:17:24,500
1975	Yes, now is when you swoop!	Joey	joy	positive	198	6	1	12	00:17:24,668	00:17:26,294
1976	You got ta make sure that when Paolo walks out of there, the first guy [NAME] sees is you, She 's got ta know that you 're everything he 's not!	Joey	joy	positive	198	7	1	12	00:17:26,462	00:17:32,842
1977	You 're like, like the anti-Paolo!	Joey	anger	negative	198	8	1	12	00:17:33,010	00:17:34,969
1978	My Catholic friend is right.	Chandler	neutral	neutral	198	9	1	12	00:17:36,930	00:17:38,681
1979	She 's distraught.	Chandler	neutral	neutral	198	10	1	12	0:17:39,308	0:17:40,190
1980	You 're there for her.	Chandler	neutral	neutral	198	11	1	12	0:17:40,190	0:17:41,400
1981	You pick up the pieces, and then you usher in the age of [NAME]!	Chandler	joy	positive	198	12	1	12	00:17:41,518	00:17:47,273
1982	Well, I just called [NAME]	Rachel	neutral	neutral	199	0	4	20	00:17:54,656	00:17:56,240
1983	Oh, how did it go?	Phoebe	sadness	negative	199	1	4	20	00:17:56,408	00:17:57,857
1984	Well, I did my best to convince him that I'm not some crazy girl who is dying to get marriedI'm just going through a hard time.	Rachel	neutral	neutral	199	2	4	20	0:17:58,035	0:18:05,209
1985	What did he say?	Phoebe	neutral	neutral	199	3	4	20	0:18:05,209	0:18:06,465
1986	Well uh, his answering machine was	Rachel	sadness	negative	199	4	4	20	00:18:06,585	00:18:15,259
1987	Ohh, sweetie! Hey, I bet you anything that he's gon na call you again.	Monica	sadness	negative	199	5	4	20	00:18:17,930	00:18:20,348
1988	Yeah, maybe, but I don't think I even care.	Rachel	sadness	negative	199	6	4	20	00:18:20,516	00:18:24,393
1989	I don't think he's the one I'm sad about.	Rachel	sadness	negative	199	7	4	20	00:18:24,853	00:18:28,523
1990	Y'know, I know that I said that I am totally okay with [NAME] getting married, but as it turns out, I don't think I'm handling it all that well.	Rachel	sadness	negative	199	8	4	20	00:18:29,733	00:18:39,033
1991	Yeah, maybe.	Phoebe	sadness	negative	199	9	4	20	00:18:39,451	00:18:40,493
1992	And I-I am just trying to figure out why.	Rachel	sadness	negative	199	10	4	20	00:18:42,079	00:18:44,705
1993	Any luck?	Phoebe	sadness	negative	199	11	4	20	00:18:44,873	00:18:46,541
1994	Well, yeah, y'know how [NAME] and I were on again, off again, on again, off again?	Rachel	sadness	negative	199	12	4	20	00:18:46,708	00:18:51,671
1995	I guess I just figured that somewhere down the road, we would be on again.	Rachel	sadness	negative	199	13	4	20	00:18:52,381	00:18:57,885
1996	Again. Y'know what? I think we all did.	Monica	sadness	negative	199	14	4	20	00:18:58,053	00:19:02,890
1997	Hey!	Ross	joy	positive	199	15	4	20	00:19:04,977	00:19:06,018
1998	I don't get it!	Joey	surprise	negative	200	0	4	22	0:16:49,967	0:16:52,261
1999	It was in my room all night!	Joey	anger	negative	200	1	4	22	0:16:52,261	0:16:52,860
2000	And if she didn't take it, and I didn't take it ; and you didn't take it, then who did?	Joey	anger	negative	200	2	4	22	00:16:52,970	00:16:56,305
2001	Shh!	Joey	anger	negative	200	3	4	22	0:16:58,225	0:16:59,777
2002	We're trying to think!	Joey	anger	negative	200	4	4	22	0:16:59,777	0:17:00,871
2003	This is the unit for you my friend. Sturdy construction, tons of storage compartments, some big enough to fit a grown man.	Joey	neutral	neutral	201	0	4	2	00:13:33,103	00:13:41,027
2004	What?!	Guy	surprise	negative	201	1	4	2	00:13:41,862	00:13:42,904
2005	Oh yeah!	Joey	joy	positive	201	2	4	2	0:13:43,072	0:13:43,664
2006	I got in there myself once.	Joey	neutral	neutral	201	3	4	2	0:13:43,664	0:13:45,846
2007	My roommate bet me five bucks that I couldn't, and then he stuck a board through the handles that locked me in.	Joey	neutral	neutral	201	4	4	2	00:13:45,950	00:13:50,912
2008	Yeah.	Joey	neutral	neutral	201	5	4	2	00:13:51,080	00:13:52,705
2009	It was funny til I started feeling like I was in a coffin.	Joey	neutral	neutral	201	6	4	2	00:13:52,873	00:13:55,708
2010	No, you, you can't fit in that thing. That's not deep enough.	Guy	neutral	neutral	201	7	4	2	00:13:57,878	00:14:01,214
2011	Oh yeah? If I can't, I'll knock five bucks off the price off the unit.	Joey	anger	negative	201	8	4	2	00:14:01,632	00:14:09,347
2012	All right, you have yourself a deal.	Guy	neutral	neutral	201	9	4	2	00:14:09,640	00:14:11,766
2013	Okay. See?! I told ya!	Joey	surprise	positive	201	10	4	2	00:14:16,689	00:14:19,232
2014	Sometimes I get in here just to get away from it! Hey, a nickel!!	Joey	anger	negative	201	11	4	2	00:14:21,694	00:14:28,950
2015	Hey! What's up?	Joey	neutral	neutral	202	0	7	7	00:05:46,888	00:05:47,929
2016	Hey!	Rachel	joy	positive	202	1	7	7	00:05:48,139	00:05:49,556
2017	Hey-hey, who's your friend? Hey!!	Joey	joy	positive	202	2	7	7	00:05:50,183	00:05:54,144
2018	Hey [NAME]!	Erin	joy	positive	202	3	7	7	0:05:54,854	0:05:58,275
2019	[NAME]! Still here!	Joey	joy	positive	202	4	7	7	0:05:58,275	0:05:59,131
2020	Yeah, we ended up spending the day together and had such a great time!	Rachel	joy	positive	202	5	7	7	00:06:00,651	00:06:04,696
2021	Why wouldn't ya? [NAME] is great! Then-then there's you guys.	Joey	joy	positive	202	6	7	7	00:06:04,906	00:06:10,243
2022	Ohh, listen. I've got to get going. Today was great, thanks!	Erin	joy	positive	202	7	7	7	00:06:10,495	00:06:13,789
2023	I think I brought back half of the beach in my hair. It was so much easier when I used to shave my head.	Bonnie	anger	negative	203	0	3	25	00:13:32,019	00:13:37,524
2024	Y'know, I got ta tell ya, I just	Rachel	neutral	neutral	203	1	3	25	00:13:41,654	00:13:43,863
2025	Really?!	Bonnie	surprise	positive	203	2	3	25	0:13:47,576	0:13:47,918
2026	Ohh!	Rachel	surprise	positive	203	3	3	25	0:13:47,918	0:13:49,497
2027	Because I think about shaving it all off again sometime.	Bonnie	neutral	neutral	203	4	3	25	00:13:49,620	00:13:52,288
2028	Really?!	Rachel	surprise	positive	203	5	3	25	0:13:52,915	0:13:53,557
2029	Yeah!	Bonnie	joy	positive	203	6	3	25	0:13:53,557	0:13:54,516
2030	I mean you definitely should do that.	Rachel	neutral	neutral	203	7	3	25	00:13:55,167	00:13:56,835
2031	Y'know what, I should do it.	Bonnie	joy	positive	203	8	3	25	0:13:58,003	0:13:59,145
2032	Yeah!	Rachel	joy	positive	203	9	3	25	0:13:59,145	0:14:00,180
2033	Yeah, thank you [NAME], you are soo cool.	Bonnie	joy	positive	203	10	3	25	00:14:00,297	00:14:02,465
2034	Awww, stop. Come on. Now go shave that head!	Rachel	neutral	neutral	203	11	3	25	0:14:02,633	0:14:07,096
2035	All right.	Bonnie	neutral	neutral	203	12	3	25	0:14:07,096	0:14:08,395
2036	Oh, [NAME]. You are not still going over that thing.	Rachel	sadness	negative	204	0	1	21	00:02:00,036	00:02:03,705
2037	This woman 's living my life.	Monica	anger	negative	204	1	1	21	0:02:03,873	0:02:05,834
2038	What?	Rachel	surprise	negative	204	2	1	21	0:02:05,834	0:02:06,763
2039	She 's living my life, and she 's doing it better than me!	Monica	anger	negative	204	3	1	21	00:02:07,168	00:02:10,838
2040	Look at this, look.	Monica	anger	negative	204	4	1	21	00:02:11,214	00:02:13,257
2041	She buys tickets for plays that I wan na see.	Monica	anger	negative	204	5	1	21	00:02:13,424	00:02:16,093
2042	She, she buys clothes from stores that I 'm intimidated by the sales people.	Monica	anger	negative	204	6	1	21	00:02:16,261	00:02:19,596
2043	She spent three hundred dollars on art supplies.	Monica	anger	negative	204	7	1	21	00:02:19,764	00:02:22,349
2044	You 're not an artist.	Rachel	neutral	neutral	204	8	1	21	00:02:22,517	00:02:23,892
2045	Yeah, well I might be if I had the supplies! I mean, I could do all this stuff. Only I do n't.	Monica	anger	negative	204	9	1	21	00:02:24,060	00:02:32,192
2046	I ca n't believe you would actually say that. I would much rather be Mr.Peanut than Mr.Salty.	Chandler	surprise	negative	205	0	1	20	00:00:03,461	00:00:09,842
2047	No way! Mr.Salty is a sailor, all right, he 's got to be, like, thetoughest snack there is.	Joey	anger	negative	205	1	1	20	00:00:10,010	00:00:15,848
2048	I do n't know, you do n't wan na mess with corn nuts. They 're craaazy.	Ross	neutral	neutral	205	2	1	20	00:00:17,392	00:00:23,022
2049	Oh my God. You guys! You got ta come see this! There 's some creep out there with a telescope!	Monica	fear	negative	205	3	1	20	00:00:25,150	00:00:29,778
2050	I ca n't believe it! He 's looking right at us!	Ross	surprise	negative	205	4	1	20	00:00:32,657	00:00:34,992
2051	Oh, that is so sick.	Rachel	disgust	negative	205	5	1	20	00:00:35,160	00:00:37,453
2052	I feel violated. And not in a good way.	Chandler	disgust	negative	205	6	1	20	00:00:37,620	00:00:41,290
2053	How can people do that?... Oh, you guys, look! Ugly Naked [NAME] got gravity boots!	Phoebe	surprise	negative	205	7	1	20	00:00:41,458	00:00:48,505
2054	Man that was great! Huh? Can you believe how long we threw that ball around?	Joey	joy	positive	206	0	5	21	00:21:32,416	00:21:36,085
2055	Yeah, it is amazing it lasted that long.	Rachel	neutral	neutral	206	1	5	21	00:21:36,336	00:21:38,462
2056	I know. My arm is killing me.	Ross	neutral	neutral	206	2	5	21	00:21:38,672	00:21:40,381
2057	No, I meant with the dropper over here.	Rachel	neutral	neutral	206	3	5	21	00:21:40,632	00:21:43,259
2058	Y'know, how did I get this reputation as a dropper? Okay? I 'm	Chandler	anger	negative	206	4	5	21	00:21:43,468	00:21:45,511
2072	[NAME], oh God. Oh, honey, oh that 's OK.	Rachel	sadness	negative	207	0	2	15	00:20:46,328	00:20:53,167
2073	What. Oh no, you just rolled over the juice box.	Ross	sadness	negative	207	1	2	15	00:20:53,418	00:20:58,673
2074	Hey.	Joey	neutral	neutral	208	0	8	24	00:18:53,970	00:18:54,913
2075	I just saw a woman breast feeding both of her twins at the same time. it is like a freak show up here.	Joey	neutral	neutral	208	1	8	24	00:18:55,581	00:19:01,628
2076	What's the matter?	Joey	neutral	neutral	208	2	8	24	0:19:02,713	0:19:04,135
2077	Nothing.	Rachel	neutral	neutral	208	3	8	24	0:19:04,135	0:19:04,762
2078	What is it? Hey!	Joey	sadness	negative	208	4	8	24	00:19:04,881	00:19:06,675
2079	Really it's nothing. I'm just	Rachel	sadness	negative	208	5	8	24	0:19:06,842	0:19:08,344
2080	Rach come on, what?	Joey	neutral	neutral	208	6	8	24	0:19:08,344	0:19:10,022
2081	I've just been thinking about how my baby and I are gon na be all alone.	Rachel	sadness	negative	208	7	8	24	00:19:11,722	00:19:17,102
2082	What are you talking about alone? What about [NAME]?	Joey	surprise	negative	208	8	8	24	00:19:17,269	00:19:20,147
2083	Oh please, he'll be with his real family, the twins and little miss new boobs.	Rachel	sadness	negative	208	9	8	24	00:19:20,314	00:19:25,485
2084	Okay, how long was I watching that woman?	Joey	neutral	neutral	208	10	8	24	00:19:26,695	00:19:29,281
2085	I'm just saying that y'know, someday [NAME] is gon na meet somebody and he's gon na have his own life. Right?	Rachel	sadness	negative	208	11	8	24	00:19:33,327	00:19:41,001
2086	Yeah, I guess so.	Joey	neutral	neutral	208	12	8	24	00:19:41,877	00:19:43,754
2087	I just never thought I would raise this baby all by myself. Pretty dumb huh?	Rachel	sadness	negative	208	13	8	24	00:19:46,465	00:19:53,347
2088	[NAME]. [NAME]! [NAME]!!! What the hell are you doing?!	Chandler	surprise	negative	209	0	8	5	00:21:28,578	00:21:38,587
2089	I just found out this is Chandler's office! Come on [NAME], give me a hand!	Bob	joy	positive	209	1	8	5	00:21:33,917	00:21:40,673
2090	[NAME], we said we would meet at the coffeehouse at six.	Monica	anger	negative	210	0	6	21	00:17:06,442	00:17:09,444
2091	We said seven!	Chandler	anger	negative	210	1	6	21	0:17:09,611	0:17:11,203
2092	We said six!	Monica	anger	negative	210	2	6	21	0:17:11,203	0:17:12,577
2093	The only way that I said six would be if the seven's, let meet at seven, not at six.	Chandler	neutral	neutral	210	3	6	21	00:17:12,698	00:17:19,954
2094	Yeah and if I had seven, maybe I would've said something like this, `` Wow! My boyfriend's such a wise assseven! ''	Monica	anger	negative	210	4	6	21	00:17:20,122	00:17:27,420
2095	Hi!	Phoebe	joy	positive	210	5	6	21	0:17:28,005	0:17:29,177
2096	Oh my good God.	Chandler	disgust	negative	210	6	6	21	0:17:29,177	0:17:30,779
2098	I know what time you said.	Phoebe	joy	positive	210	7	6	21	0:17:30,883	0:17:32,265
2099	What?!	Chandler	surprise	negative	210	8	6	21	0:17:32,265	0:17:33,231
2100	Well actually, I know what time [NAME] and [NAME] said.	Phoebe	neutral	neutral	210	9	6	21	00:17:33,343	00:17:36,721
2101	You, get out of my shop!	The Dry Cleaner	anger	negative	211	0	6	22	00:17:09,862	00:17:11,654
2102	Well, what did he do?	Phoebe	surprise	negative	211	1	6	22	0:17:11,822	0:17:13,074
2103	He went out with my wife!	The Dry Cleaner	anger	negative	211	2	6	22	0:17:13,074	0:17:13,956
2104	[NAME]!	Phoebe	surprise	negative	211	3	6	22	00:17:14,074	00:17:16,701
2105	Whoa-whoa-whoa-whoa, I-IHey! I did	Joey	anger	negative	211	4	6	22	00:17:16,869	00:17:20,204
2106	That's my wife!!! Get out!	The Dry Cleaner	anger	negative	211	5	6	22	00:17:20,372	00:17:22,707
2107	Well, we should go.	Phoebe	neutral	neutral	211	6	6	22	0:17:28,255	0:17:28,967
2108	Yeah.	Joey	neutral	neutral	211	7	6	22	0:17:28,967	0:17:30,603
2109	Y'know you, really didn't have to take me to the airport.	Chandler	neutral	neutral	212	0	4	15	00:14:03,259	00:14:06,678
2110	Oh please.	Janice	neutral	neutral	212	1	4	15	0:14:06,846	0:14:07,889
2111	Every moment is precious.	Janice	sadness	negative	212	2	4	15	0:14:07,889	0:14:09,994
2112	Y'know?	Janice	neutral	neutral	212	3	4	15	00:14:06,846	00:14:16,563
2113	Besides, somebody had to ride in that other taxi with the rest of your luggage, and your friends don't really seem to care too much that you're leaving.	Janice	sadness	negative	212	4	4	15	00:14:10,099	00:14:19,065
2114	Well, we're really not that close. Okay, so I guess this is uh, good-bye then.	Chandler	neutral	neutral	212	5	4	15	00:14:17,439	00:14:24,279
2115	On no! No! It's not good-bye, I'm not leaving until you get on that plane.	Janice	sadness	negative	212	6	4	15	00:14:25,990	00:14:28,992
2116	No, I'm afraid I won't be able to make love as well as him.	Chandler	anger	negative	213	0	4	11	00:06:38,856	00:06:41,983
2117	Yeah, I was going for the metaphor.	Ross	neutral	neutral	213	1	4	11	00:06:42,860	00:06:44,694
2118	Yes, and I was saying the actual words.	Chandler	neutral	neutral	213	2	4	11	00:06:44,862	00:06:46,780
2119	So big deal, so Joey's had a lot of girlfriends, it doesn't mean he's great in bed.	Monica	neutral	neutral	213	3	4	11	00:06:48,574	00:06:51,993
2120	We share a wall! So either he's great in bed, or she just likes to agree with him a lot.	Chandler	neutral	neutral	213	4	4	11	00:06:52,578	00:07:00,627
2121	Sweetie, with you it's gon na be different. The sex is gon na be great, cause you-you guys are in love.	Monica	joy	positive	213	5	4	11	00:07:01,754	00:07:06,383
2122	Yeah?	Chandler	surprise	positive	213	6	4	11	0:07:07,844	0:07:08,470
2123	Yeah!	Rachel	joy	positive	213	7	4	11	0:07:08,470	0:07:08,937
2124	Just go for it [NAME].	Ross	neutral	neutral	213	8	4	11	00:07:09,178	00:07:10,178
2125	Yeah, you should.	Monica	neutral	neutral	213	9	4	11	0:07:10,680	0:07:11,432
2126	Yeah, you should, really.	Rachel	neutral	neutral	213	10	4	11	0:07:11,432	0:07:11,897
2128	All right, all right, I'll go sleep with my girlfriend. But I'm just doing it for you guys.	Chandler	neutral	neutral	213	11	4	11	00:07:12,014	00:07:18,478
2129	: I'm sure as hell a dancer, it's no use [NAME] will never go for me.	Mr. Treeger	sadness	negative	214	0	4	4	00:14:26,240	00:14:32,328
2130	Come on Treeger, don't say that.	Joey	sadness	negative	214	1	4	4	00:14:33,455	00:14:35,957
2131	You just ahh, you just need more practice.	Joey	neutral	neutral	214	2	4	4	00:14:36,458	00:14:37,959
2132	Here, come on, let's ahh, let's try it again.	Joey	neutral	neutral	214	3	4	4	00:14:38,210	00:14:40,378
2134	Plus, it was, it was probably mostly my fault, anyway.	Joey	sadness	negative	214	4	4	4	00:14:44,633	00:14:47,385
2135	I mean, y'know, I'm not really that comfortable dancing with a We-he!!	Joey	joy	positive	214	5	4	4	00:14:47,636	00:14:50,889
2136	Hey!	Joey	joy	positive	214	6	4	4	0:14:52,224	0:14:53,036
2137	: Yeah!	Mr. Treeger	joy	positive	214	7	4	4	0:14:53,036	0:14:53,697
2139	Are you sure? I'll bet there's another flight to Minsk in like	Phoebe	neutral	neutral	215	0	7	11	00:18:24,770	00:18:27,021
2140	July. Umm,	David	neutral	neutral	215	1	7	11	00:18:27,189	00:18:28,397
2141	That's really beautiful. What does it mean?	Phoebe	joy	positive	215	2	7	11	00:18:38,492	00:18:40,910
2142	Please, clean my beakers. I don't get out of the lab much.	David	neutral	neutral	215	3	7	11	00:18:41,078	00:18:46,207
2143	That's good. I got to admit, I thought it was something else.	Phoebe	joy	positive	215	4	7	11	00:18:49,378	00:18:51,712
2144	Yeah, I Well I really actually wanted to say umm, that, but um, I figured I probably shouldn't because y'know, I have to leave.	David	neutral	neutral	215	5	7	11	00:18:51,880	00:19:00,012
2145	You're right! You're right. Don't say it.	Phoebe	sadness	negative	215	6	7	11	00:19:03,725	00:19:06,936
2146	I-I do though.	David	sadness	negative	215	7	7	11	0:19:08,272	0:19:09,574
2147	I do too.	Phoebe	sadness	negative	215	8	7	11	0:19:09,574	0:19:10,449
2148	Bye [NAME].	David	neutral	neutral	215	9	7	11	00:19:22,578	00:19:24,245
2149	Okay, now's not the time [NAME]. All right? You can yell at me tomorrow.	Phoebe	sadness	negative	215	10	7	11	00:19:35,757	00:19:39,302
2154	Yeah, I-I heard. I think it's great! Ohh, I'm so happy for you!	Rachel	joy	positive	216	0	4	19	00:20:50,916	00:21:03,261
2157	I can't believe you're getting married!	Monica	joy	positive	216	1	4	19	0:21:14,189	0:21:15,441
2158	Yeah.	Ross	neutral	neutral	216	2	4	19	0:21:15,441	0:21:16,599
2159	[NAME] and [NAME] made out.	Joey	neutral	neutral	216	3	4	19	00:21:20,570	00:21:22,613
2160	Ohhh!	Rachel	surprise	negative	217	0	6	1	00:02:39,284	00:02:40,868
2161	Why are we in bed together?	Ross	surprise	negative	217	1	6	1	00:02:48,668	00:02:50,127
2162	I don't know. Do-do you have any clothes on?	Rachel	neutral	neutral	217	2	6	1	00:02:50,336	00:02:55,841
2163	Yeah.	Ross	neutral	neutral	217	3	6	1	00:02:56,676	00:02:57,718
2164	Really?!	Rachel	surprise	negative	217	4	6	1	0:02:57,886	0:02:58,738
2165	No!	Ross	neutral	neutral	217	5	6	1	0:02:58,738	0:02:59,231
2166	But we-we didn't have sex-uh, did we?	Ross	fear	negative	217	6	6	1	00:03:02,974	00:03:08,770
2167	I mean, I don't remember much about last night, it was such a blur.	Ross	neutral	neutral	217	7	6	1	00:03:10,773	00:03:16,737
2168	Oh! I remember laughing! I laughed a lot.	Rachel	joy	positive	217	8	6	1	00:03:16,905	00:03:21,283
2169	And we didn't have sex.	Ross	neutral	neutral	217	9	6	1	00:03:21,451	00:03:22,868
2170	Ohh, I mean, we were really drunk. I'm just glad we didn't do anything stupid.	Rachel	neutral	neutral	217	10	6	1	00:03:27,790	00:03:35,005
2171	Tell me about it.	Ross	neutral	neutral	217	11	6	1	00:03:33,338	00:03:35,005
2172	What are we gon na do?	Monica	neutral	neutral	218	0	1	23	00:00:23,857	00:00:25,816
2173	I say we go with	Chandler	neutral	neutral	218	1	1	23	00:20:17,925	00:20:29,268
2174	[NAME]?	Janice	neutral	neutral	218	2	1	23	00:22:31,350	00:22:32,558
2175	Did she see us yet? Did she see us?	Chandler	neutral	neutral	219	0	7	7	00:18:07,002	00:18:09,462
2176	[NAME], what umm, what are you doing here?	Monica	sadness	negative	219	1	7	7	00:18:14,343	00:18:16,344
2177	What's that smell?	Phoebe	disgust	negative	220	0	2	1	00:01:44,270	00:05:39,338
2178	I know!	Joey	anger	negative	220	1	2	1	00:05:39,505	00:05:42,674
2179	Hi, remember us?	Rachel	neutral	neutral	221	0	1	2	00:05:40,965	00:05:42,716
2180	Um, okay. You just called a little while ago about needing a signature on the admissions form. Well, it turns out we need a	Monica	neutral	neutral	221	1	1	2	00:10:46,187	00:10:56,863
2181	I am. I 'm	Monica	neutral	neutral	221	2	1	2	00:14:35,624	00:14:37,876
2182	Yeah, and and, I 'm just gon na pay for this with a check.	Rachel	neutral	neutral	221	3	1	2	0:15:59,583	0:16:05,339
2183	Yeah, I know.....I 'm I 'm just not that bright either.	Rachel	sadness	negative	221	4	1	2	0:16:05,339	0:16:05,860
2184	Hey, Mon, if you were hoping to sleep with [NAME] the first time tonight, which one of these would you want to be wearing.	Rachel	neutral	neutral	222	0	4	18	00:05:35,460	00:05:40,839
2185	Y'know what? It	Monica	neutral	neutral	222	1	4	18	00:05:41,007	00:05:44,968
2186	Sorry.	Rachel	neutral	neutral	222	2	4	18	0:05:45,636	0:05:46,238
2187	I'm so exited!	Rachel	joy	positive	222	3	4	18	0:05:46,238	0:05:48,645
2188	I've been waiting for this for months!	Rachel	joy	positive	222	4	4	18	0:05:48,765	0:05:49,907
2189	I got my hair coloured!	Rachel	joy	positive	222	5	4	18	0:05:49,907	0:05:51,603
2190	I got new sheets!	Rachel	joy	positive	222	6	4	18	0:05:51,726	0:05:52,811
2191	I'm making him a	Rachel	joy	positive	222	7	4	18	0:05:52,811	0:05:55,421
2193	What am I making him by the way?	Rachel	neutral	neutral	222	8	4	18	00:05:55,521	00:05:57,230
2194	Well, you're making him a frieze salad with goat cheese and pine nuts, wild nuts, wild rice, roast asparagus, and salmon au croup.	Monica	neutral	neutral	222	9	4	18	00:05:57,690	00:06:06,073
2195	I thought I was making him filet mignon?	Rachel	surprise	negative	222	10	4	18	00:06:06,616	00:06:08,450
2196	Yeah, you were, but you decided to make salmon because you had some left over at the restaurant.	Monica	neutral	neutral	222	11	4	18	00:06:09,911	00:06:13,663
2197	And then you realised if you bitched about it, then you would stop cooking, and you would have to make your famous baked potato and Diet Coke.	Monica	anger	negative	222	12	4	18	00:06:13,831	00:06:21,254
2198	Wow, I really get crabby when I cook.	Rachel	surprise	positive	222	13	4	18	00:06:22,465	00:06:25,050
2199	[NAME]! It happens to lots of guys! You-you-you were probably tired, you had a lot of champagne, don't worry about it!	Monica	sadness	negative	223	0	7	1	00:04:12,710	00:04:22,219
2200	I'm not worried, I'm uh, I'm fascinated.	Chandler	fear	negative	223	1	7	1	00:04:23,846	00:04:27,766
2201	Y'know it's like uh, Biology!	Chandler	neutral	neutral	223	2	7	1	00:04:28,101	00:04:30,686
2202	Which is funny because in high school I uh, I-I failed Biology and tonight Biology failed me.	Chandler	fear	negative	223	3	7	1	00:04:30,895	00:04:37,484
2203	Check it out. Okay, I can play this when the guests are coming in. Okay.	Phoebe	neutral	neutral	223	4	7	1	00:04:39,529	00:04:43,657
2204	[NAME]!	Monica	joy	positive	223	5	7	1	00:04:58,089	00:04:59,548
2205	If you would've let me finish, it goes on to say that he's probably not gay.	Phoebe	neutral	neutral	223	6	7	1	00:05:00,008	00:05:04,219
2206	You are falling fast asleep.	Hypnosis Tape	neutral	neutral	224	0	3	18	00:06:18,753	00:06:21,546
2207	Deeper.	Hypnosis Tape	neutral	neutral	224	1	3	18	0:06:21,714	0:06:22,298
2208	Deeper.	Hypnosis Tape	neutral	neutral	224	2	3	18	0:06:22,298	0:06:22,980
2209	Deeper.	Hypnosis Tape	neutral	neutral	224	3	3	18	0:06:22,980	0:06:24,838
2210	You are now completely asleep.	Hypnosis Tape	neutral	neutral	224	4	3	18	00:06:24,926	00:06:27,386
2211	You don't need to smoke.	Hypnosis Tape	neutral	neutral	224	5	3	18	00:06:27,553	00:06:29,888
2212	Cigarettes don't control you.	Hypnosis Tape	neutral	neutral	224	6	3	18	00:06:30,056	00:06:32,641
2213	You are a strong, confident woman, who does not need to smoke.	Hypnosis Tape	neutral	neutral	224	7	3	18	00:06:32,809	00:06:38,897
2214	A strong, confident woman.	Hypnosis Tape	neutral	neutral	224	8	3	18	00:06:39,065	00:06:42,317
2215	Thank you for your patience, you're the next caller.	Hold Voice	neutral	neutral	225	0	3	22	00:03:29,584	00:03:32,461
2216	Yes!! Yes!! I'm the next caller! You were gon na have me hang up.	Phoebe	joy	positive	225	1	3	22	00:03:32,629	00:03:35,297
